Sale_ID,Date,Store_ID,Product_ID,Category,Region,Inventory_Level,Units_Sold,Units_Ordered,Price,Discount,Weather_Condition,Promotion,Competitor_Pricing,Seasonality,Epidemic,Source
58612,2022-10-21,S001,P0006,Furniture,West,106,92,81,69.17,0,Cloudy,1,71.23,Spring,,retail_store_inventory
58613,2022-10-21,S001,P0007,Groceries,North,560,82,0,23.84,0,Rainy,0,23.59,Autumn,0.0,demand_forecasting_dataset
58614,2022-10-21,S001,P0007,Clothing,West,295,39,23,33.41,5,Snowy,1,36.78,Summer,,retail_store_inventory
58615,2022-10-21,S001,P0008,Electronics,North,83,73,84,39.89,10,Rainy,0,44.96,Autumn,0.0,demand_forecasting_dataset
58616,2022-10-21,S001,P0008,Clothing,South,114,97,162,63.79,5,Snowy,0,60.18,Spring,,retail_store_inventory
58617,2022-10-21,S001,P0009,Clothing,North,152,83,94,85.81,5,Rainy,0,76.95,Autumn,0.0,demand_forecasting_dataset
58618,2022-10-21,S001,P0009,Furniture,North,210,64,105,66.73,5,Snowy,0,65.34,Winter,,retail_store_inventory
58619,2022-10-21,S001,P0010,Furniture,North,404,84,474,122.42,20,Rainy,1,121.62,Autumn,0.0,demand_forecasting_dataset
58620,2022-10-21,S001,P0010,Furniture,North,283,134,28,89.57,15,Sunny,0,86.07,Winter,,retail_store_inventory
58621,2022-10-21,S001,P0011,Furniture,North,259,84,249,151.55,20,Rainy,1,134.22,Autumn,0.0,demand_forecasting_dataset
58622,2022-10-21,S001,P0011,Furniture,West,60,49,94,35.77,15,Snowy,0,38.33,Winter,,retail_store_inventory
58623,2022-10-21,S001,P0012,Groceries,North,245,50,0,70.27,5,Rainy,0,63.14,Autumn,0.0,demand_forecasting_dataset
58624,2022-10-21,S001,P0012,Toys,East,141,59,122,10.75,20,Snowy,1,15.55,Spring,,retail_store_inventory
58625,2022-10-21,S001,P0013,Toys,North,111,52,63,24.96,15,Rainy,1,27.2,Autumn,0.0,demand_forecasting_dataset
58626,2022-10-21,S001,P0013,Clothing,West,308,198,49,91.25,10,Rainy,0,91.24,Autumn,,retail_store_inventory
58627,2022-10-21,S001,P0014,Groceries,North,243,61,0,65.93,10,Rainy,0,76.47,Autumn,0.0,demand_forecasting_dataset
58628,2022-10-21,S001,P0014,Groceries,South,254,19,167,39.98,15,Snowy,1,38.28,Summer,,retail_store_inventory
58629,2022-10-21,S001,P0015,Toys,North,98,66,120,15.56,5,Rainy,0,18.67,Autumn,0.0,demand_forecasting_dataset
58630,2022-10-21,S001,P0015,Groceries,East,102,70,23,68.79,20,Rainy,0,67.74,Autumn,,retail_store_inventory
58631,2022-10-21,S001,P0016,Groceries,North,493,216,565,39.88,20,Rainy,1,44.48,Autumn,0.0,demand_forecasting_dataset
58632,2022-10-21,S001,P0016,Electronics,West,486,293,64,96.95,5,Cloudy,0,96.49,Autumn,,retail_store_inventory
58633,2022-10-21,S001,P0017,Toys,North,53,53,92,17.51,25,Rainy,1,16.6,Autumn,0.0,demand_forecasting_dataset
58634,2022-10-21,S001,P0017,Electronics,West,100,26,34,48.48,5,Snowy,1,52.59,Autumn,,retail_store_inventory
58635,2022-10-21,S001,P0018,Groceries,North,170,169,156,52.73,25,Rainy,1,58.34,Autumn,0.0,demand_forecasting_dataset
58636,2022-10-21,S001,P0018,Clothing,East,259,203,37,31.15,20,Rainy,1,27.3,Spring,,retail_store_inventory
58637,2022-10-21,S001,P0019,Furniture,North,138,52,0,109.01,0,Rainy,0,98.88,Autumn,0.0,demand_forecasting_dataset
58638,2022-10-21,S001,P0019,Electronics,North,227,126,87,21.99,10,Rainy,0,23.29,Spring,,retail_store_inventory
58639,2022-10-21,S001,P0020,Furniture,North,162,58,0,110.2,10,Rainy,0,122.14,Autumn,0.0,demand_forecasting_dataset
58640,2022-10-21,S001,P0020,Groceries,East,355,174,65,61.5,15,Sunny,0,64.62,Summer,,retail_store_inventory
58641,2022-10-21,S002,P0001,Groceries,South,150,137,514,92.93,5,Cloudy,0,105.0,Autumn,0.0,demand_forecasting_dataset
58642,2022-10-21,S002,P0001,Electronics,South,188,85,52,72.12,10,Sunny,1,69.96,Autumn,,retail_store_inventory
58643,2022-10-21,S002,P0002,Toys,South,276,110,242,31.78,10,Cloudy,0,34.26,Autumn,0.0,demand_forecasting_dataset
58644,2022-10-21,S002,P0002,Clothing,West,450,256,138,28.83,20,Rainy,1,27.01,Spring,,retail_store_inventory
58645,2022-10-21,S002,P0003,Groceries,South,248,78,0,94.01,0,Cloudy,0,80.28,Autumn,0.0,demand_forecasting_dataset
58646,2022-10-21,S002,P0003,Furniture,West,252,109,180,40.84,15,Snowy,1,45.14,Winter,,retail_store_inventory
58647,2022-10-21,S002,P0004,Groceries,South,163,53,0,35.96,10,Cloudy,0,35.74,Autumn,0.0,demand_forecasting_dataset
58648,2022-10-21,S002,P0004,Clothing,South,318,152,92,15.3,15,Cloudy,0,14.42,Summer,,retail_store_inventory
58649,2022-10-21,S002,P0005,Electronics,South,482,122,457,85.2,15,Cloudy,1,93.41,Autumn,0.0,demand_forecasting_dataset
58650,2022-10-21,S002,P0005,Furniture,North,339,308,66,35.66,10,Rainy,0,37.46,Summer,,retail_store_inventory
58651,2022-10-21,S002,P0006,Clothing,South,88,87,92,69.25,0,Cloudy,0,78.9,Autumn,0.0,demand_forecasting_dataset
58652,2022-10-21,S002,P0006,Electronics,South,451,4,35,99.8,5,Rainy,0,97.99,Spring,,retail_store_inventory
58653,2022-10-21,S002,P0007,Toys,South,324,75,0,24.17,10,Cloudy,0,26.93,Autumn,0.0,demand_forecasting_dataset
58654,2022-10-21,S002,P0007,Toys,South,283,29,103,73.38,0,Snowy,0,74.08,Spring,,retail_store_inventory
58655,2022-10-21,S002,P0008,Groceries,South,133,68,94,26.96,0,Cloudy,0,24.29,Autumn,0.0,demand_forecasting_dataset
58656,2022-10-21,S002,P0008,Clothing,West,102,19,200,38.04,10,Cloudy,0,35.38,Spring,,retail_store_inventory
58657,2022-10-21,S002,P0009,Groceries,South,287,94,259,58.03,10,Cloudy,0,67.66,Autumn,0.0,demand_forecasting_dataset
58658,2022-10-21,S002,P0009,Toys,West,410,51,118,16.19,15,Cloudy,1,17.27,Winter,,retail_store_inventory
58659,2022-10-21,S002,P0010,Groceries,South,93,93,196,97.34,20,Cloudy,1,106.58,Autumn,0.0,demand_forecasting_dataset
58660,2022-10-21,S002,P0010,Groceries,West,272,106,200,31.93,20,Cloudy,1,31.47,Summer,,retail_store_inventory
58661,2022-10-21,S002,P0011,Groceries,South,436,23,0,71.81,10,Cloudy,1,62.9,Autumn,0.0,demand_forecasting_dataset
58662,2022-10-21,S002,P0011,Groceries,South,77,6,122,88.19,10,Rainy,0,92.14,Summer,,retail_store_inventory
58663,2022-10-21,S002,P0012,Electronics,South,1044,83,0,64.99,5,Cloudy,0,56.0,Autumn,0.0,demand_forecasting_dataset
58664,2022-10-21,S002,P0012,Groceries,North,175,14,63,94.61,0,Cloudy,1,91.08,Winter,,retail_store_inventory
58665,2022-10-21,S002,P0013,Groceries,South,333,142,0,21.69,15,Cloudy,1,20.13,Autumn,0.0,demand_forecasting_dataset
58666,2022-10-21,S002,P0013,Clothing,East,337,247,167,68.66,20,Snowy,1,67.78,Summer,,retail_store_inventory
58667,2022-10-21,S002,P0014,Electronics,South,723,57,0,116.21,0,Cloudy,0,135.43,Autumn,0.0,demand_forecasting_dataset
58668,2022-10-21,S002,P0014,Furniture,North,130,92,129,89.59,15,Snowy,1,91.66,Summer,,retail_store_inventory
58669,2022-10-21,S002,P0015,Clothing,South,501,72,0,66.78,0,Cloudy,0,75.84,Autumn,0.0,demand_forecasting_dataset
58670,2022-10-21,S002,P0015,Toys,South,179,35,92,59.05,20,Sunny,1,61.66,Winter,,retail_store_inventory
58671,2022-10-21,S002,P0016,Clothing,South,185,46,0,74.7,10,Cloudy,1,63.61,Autumn,0.0,demand_forecasting_dataset
58672,2022-10-21,S002,P0016,Furniture,South,331,203,151,63.08,0,Sunny,0,66.03,Spring,,retail_store_inventory
58673,2022-10-21,S002,P0017,Toys,South,319,115,417,20.16,15,Cloudy,1,17.54,Autumn,0.0,demand_forecasting_dataset
58674,2022-10-21,S002,P0017,Groceries,South,85,72,150,20.92,10,Rainy,0,25.39,Autumn,,retail_store_inventory
58675,2022-10-21,S002,P0018,Clothing,South,72,72,150,30.34,10,Cloudy,1,34.03,Autumn,0.0,demand_forecasting_dataset
58676,2022-10-21,S002,P0018,Clothing,East,198,139,130,82.27,15,Cloudy,0,79.27,Winter,,retail_store_inventory
58677,2022-10-21,S002,P0019,Clothing,South,621,72,0,75.82,10,Cloudy,0,90.39,Autumn,0.0,demand_forecasting_dataset
58678,2022-10-21,S002,P0019,Toys,East,299,101,97,57.46,15,Snowy,0,58.11,Spring,,retail_store_inventory
58679,2022-10-21,S002,P0020,Furniture,South,176,90,0,141.36,5,Cloudy,0,124.09,Autumn,0.0,demand_forecasting_dataset
58680,2022-10-21,S002,P0020,Furniture,West,385,197,67,96.46,20,Snowy,1,97.96,Autumn,,retail_store_inventory
58681,2022-10-21,S003,P0001,Toys,East,235,112,208,17.44,0,Cloudy,0,19.77,Autumn,0.0,demand_forecasting_dataset
58682,2022-10-21,S003,P0001,Electronics,North,322,268,107,48.1,20,Cloudy,0,44.38,Summer,,retail_store_inventory
58683,2022-10-21,S003,P0002,Groceries,East,623,36,0,46.25,0,Cloudy,0,50.71,Autumn,0.0,demand_forecasting_dataset
58684,2022-10-21,S003,P0002,Electronics,South,326,274,115,24.44,0,Rainy,1,21.58,Summer,,retail_store_inventory
58685,2022-10-21,S003,P0003,Electronics,East,141,99,181,113.04,0,Cloudy,0,103.2,Autumn,0.0,demand_forecasting_dataset
58686,2022-10-21,S003,P0003,Toys,East,464,131,118,74.85,15,Rainy,0,76.17,Winter,,retail_store_inventory
58687,2022-10-21,S003,P0004,Groceries,East,483,98,0,25.48,0,Cloudy,0,22.65,Autumn,0.0,demand_forecasting_dataset
58688,2022-10-21,S003,P0004,Clothing,North,50,44,83,55.33,5,Rainy,1,53.13,Spring,,retail_store_inventory
58689,2022-10-21,S003,P0005,Toys,East,536,95,0,19.34,15,Cloudy,1,18.3,Autumn,0.0,demand_forecasting_dataset
58690,2022-10-21,S003,P0005,Groceries,South,386,148,70,71.21,5,Sunny,0,74.75,Autumn,,retail_store_inventory
58691,2022-10-21,S003,P0006,Toys,East,199,73,0,44.68,0,Cloudy,0,41.09,Autumn,0.0,demand_forecasting_dataset
58692,2022-10-21,S003,P0006,Clothing,South,367,183,188,62.56,0,Snowy,1,61.81,Spring,,retail_store_inventory
58693,2022-10-21,S003,P0007,Groceries,East,456,75,0,13.98,10,Cloudy,0,12.78,Autumn,0.0,demand_forecasting_dataset
58694,2022-10-21,S003,P0007,Toys,North,65,20,161,26.2,15,Sunny,1,22.46,Autumn,,retail_store_inventory
58695,2022-10-21,S003,P0008,Clothing,East,268,65,0,100.09,10,Cloudy,0,119.73,Autumn,0.0,demand_forecasting_dataset
58696,2022-10-21,S003,P0008,Groceries,East,188,106,35,37.33,15,Snowy,1,41.82,Spring,,retail_store_inventory
58697,2022-10-21,S003,P0009,Groceries,East,129,36,0,44.6,5,Cloudy,0,46.98,Autumn,0.0,demand_forecasting_dataset
58698,2022-10-21,S003,P0009,Toys,West,135,130,130,45.76,20,Snowy,1,43.5,Autumn,,retail_store_inventory
58699,2022-10-21,S003,P0010,Groceries,East,200,119,141,36.4,25,Cloudy,1,33.5,Autumn,0.0,demand_forecasting_dataset
58700,2022-10-21,S003,P0010,Electronics,South,166,27,112,73.63,15,Snowy,1,73.17,Summer,,retail_store_inventory
58701,2022-10-21,S003,P0011,Electronics,East,191,68,135,95.22,20,Cloudy,1,90.1,Autumn,0.0,demand_forecasting_dataset
58702,2022-10-21,S003,P0011,Groceries,North,77,20,76,10.91,15,Rainy,0,12.19,Autumn,,retail_store_inventory
58703,2022-10-21,S003,P0012,Furniture,East,115,105,0,108.48,0,Cloudy,0,128.47,Autumn,0.0,demand_forecasting_dataset
58704,2022-10-21,S003,P0012,Clothing,East,205,123,128,51.3,20,Snowy,1,50.9,Summer,,retail_store_inventory
58705,2022-10-21,S003,P0013,Groceries,East,707,124,648,74.16,20,Cloudy,1,85.81,Autumn,0.0,demand_forecasting_dataset
58706,2022-10-21,S003,P0013,Furniture,West,486,375,119,56.34,10,Rainy,1,58.99,Summer,,retail_store_inventory
58707,2022-10-21,S003,P0014,Groceries,East,258,95,240,88.2,10,Cloudy,0,75.75,Autumn,0.0,demand_forecasting_dataset
58708,2022-10-21,S003,P0014,Electronics,East,316,54,60,50.19,5,Sunny,0,45.87,Winter,,retail_store_inventory
58709,2022-10-21,S003,P0015,Groceries,East,478,75,0,88.76,5,Cloudy,0,103.5,Autumn,0.0,demand_forecasting_dataset
58710,2022-10-21,S003,P0015,Toys,North,218,186,152,33.7,15,Rainy,0,28.8,Autumn,,retail_store_inventory
58711,2022-10-21,S003,P0016,Electronics,East,214,127,229,84.14,25,Cloudy,1,81.16,Autumn,0.0,demand_forecasting_dataset
58712,2022-10-21,S003,P0016,Furniture,East,306,11,23,31.05,20,Sunny,1,30.72,Autumn,,retail_store_inventory
58713,2022-10-21,S003,P0017,Furniture,East,330,100,0,114.17,25,Cloudy,1,102.87,Autumn,0.0,demand_forecasting_dataset
58714,2022-10-21,S003,P0017,Toys,North,407,159,64,58.51,20,Snowy,0,58.76,Autumn,,retail_store_inventory
58715,2022-10-21,S003,P0018,Furniture,East,438,66,0,110.29,20,Cloudy,1,121.62,Autumn,0.0,demand_forecasting_dataset
58716,2022-10-21,S003,P0018,Electronics,East,313,74,92,53.43,15,Rainy,1,49.86,Spring,,retail_store_inventory
58717,2022-10-21,S003,P0019,Groceries,East,179,101,127,62.19,0,Cloudy,0,54.98,Autumn,0.0,demand_forecasting_dataset
58718,2022-10-21,S003,P0019,Furniture,North,448,336,103,55.13,20,Snowy,0,55.27,Spring,,retail_store_inventory
58719,2022-10-21,S003,P0020,Clothing,East,310,103,0,85.56,5,Cloudy,0,97.98,Autumn,0.0,demand_forecasting_dataset
58720,2022-10-21,S003,P0020,Toys,East,266,253,109,20.56,15,Snowy,1,20.87,Autumn,,retail_store_inventory
58721,2022-10-21,S004,P0001,Groceries,West,535,79,0,9.83,5,Snowy,0,11.24,Autumn,0.0,demand_forecasting_dataset
58722,2022-10-21,S004,P0001,Clothing,South,254,91,61,48.16,10,Snowy,1,52.1,Spring,,retail_store_inventory
58723,2022-10-21,S004,P0002,Groceries,West,219,45,0,18.05,5,Snowy,0,15.59,Autumn,0.0,demand_forecasting_dataset
58724,2022-10-21,S004,P0002,Groceries,North,153,0,54,30.17,5,Rainy,1,32.34,Summer,,retail_store_inventory
58725,2022-10-21,S004,P0003,Furniture,West,622,65,0,149.78,0,Snowy,0,141.99,Autumn,0.0,demand_forecasting_dataset
58726,2022-10-21,S004,P0003,Electronics,West,87,8,188,62.38,5,Snowy,1,58.58,Summer,,retail_store_inventory
58727,2022-10-21,S004,P0004,Groceries,West,849,128,0,61.79,5,Snowy,0,58.06,Autumn,0.0,demand_forecasting_dataset
58728,2022-10-21,S004,P0004,Furniture,East,461,225,180,84.87,0,Rainy,0,86.52,Summer,,retail_store_inventory
58729,2022-10-21,S004,P0005,Clothing,West,140,140,120,70.24,15,Snowy,1,67.15,Autumn,0.0,demand_forecasting_dataset
58730,2022-10-21,S004,P0005,Furniture,East,189,14,170,71.91,20,Sunny,1,69.81,Winter,,retail_store_inventory
58731,2022-10-21,S004,P0006,Groceries,West,339,84,0,33.55,10,Snowy,0,40.24,Autumn,0.0,demand_forecasting_dataset
58732,2022-10-21,S004,P0006,Furniture,North,295,201,42,94.18,10,Sunny,1,90.02,Winter,,retail_store_inventory
58733,2022-10-21,S004,P0007,Groceries,West,78,62,0,28.6,0,Snowy,0,30.39,Autumn,0.0,demand_forecasting_dataset
58734,2022-10-21,S004,P0007,Clothing,North,84,68,97,43.03,10,Sunny,1,40.46,Winter,,retail_store_inventory
58735,2022-10-21,S004,P0008,Furniture,West,109,65,104,105.65,0,Snowy,0,114.4,Autumn,0.0,demand_forecasting_dataset
58736,2022-10-21,S004,P0008,Electronics,North,223,43,171,27.15,5,Sunny,1,27.68,Summer,,retail_store_inventory
58737,2022-10-21,S004,P0009,Clothing,West,506,46,0,94.64,10,Snowy,0,112.14,Autumn,0.0,demand_forecasting_dataset
58738,2022-10-21,S004,P0009,Clothing,East,333,286,163,63.25,10,Snowy,0,64.48,Winter,,retail_store_inventory
58739,2022-10-21,S004,P0010,Groceries,West,548,112,0,24.63,10,Snowy,1,29.67,Autumn,0.0,demand_forecasting_dataset
58740,2022-10-21,S004,P0010,Furniture,East,208,86,157,50.57,5,Cloudy,0,47.59,Spring,,retail_store_inventory
58741,2022-10-21,S004,P0011,Clothing,West,274,105,0,53.16,10,Snowy,1,56.14,Autumn,0.0,demand_forecasting_dataset
58742,2022-10-21,S004,P0011,Toys,North,302,232,66,40.54,15,Cloudy,0,36.13,Summer,,retail_store_inventory
58743,2022-10-21,S004,P0012,Electronics,West,109,94,113,121.78,0,Snowy,0,120.54,Autumn,0.0,demand_forecasting_dataset
58744,2022-10-21,S004,P0012,Clothing,South,119,91,127,51.59,15,Cloudy,1,51.49,Summer,,retail_store_inventory
58745,2022-10-21,S004,P0013,Groceries,West,228,180,0,22.1,15,Snowy,1,21.41,Autumn,0.0,demand_forecasting_dataset
58746,2022-10-21,S004,P0013,Clothing,West,75,63,171,98.24,0,Sunny,0,97.28,Summer,,retail_store_inventory
58747,2022-10-21,S004,P0014,Furniture,West,176,51,0,149.52,5,Snowy,0,167.35,Autumn,0.0,demand_forecasting_dataset
58748,2022-10-21,S004,P0014,Toys,East,376,1,158,55.33,10,Snowy,1,58.45,Autumn,,retail_store_inventory
58749,2022-10-21,S004,P0015,Furniture,West,260,63,253,96.88,10,Snowy,0,104.48,Autumn,0.0,demand_forecasting_dataset
58750,2022-10-21,S004,P0015,Groceries,South,294,118,108,37.25,5,Sunny,1,38.48,Winter,,retail_store_inventory
58751,2022-10-21,S004,P0016,Furniture,West,55,55,299,121.99,10,Snowy,1,145.97,Autumn,0.0,demand_forecasting_dataset
58752,2022-10-21,S004,P0016,Groceries,North,104,100,57,78.16,5,Snowy,0,82.09,Autumn,,retail_store_inventory
58753,2022-10-21,S004,P0017,Clothing,West,163,105,127,86.24,20,Snowy,1,93.35,Autumn,0.0,demand_forecasting_dataset
58754,2022-10-21,S004,P0017,Groceries,South,311,207,162,11.87,15,Sunny,1,12.03,Autumn,,retail_store_inventory
58755,2022-10-21,S004,P0018,Furniture,West,176,91,0,160.81,10,Snowy,1,146.91,Autumn,0.0,demand_forecasting_dataset
58756,2022-10-21,S004,P0018,Electronics,West,231,88,158,51.36,0,Cloudy,0,46.73,Summer,,retail_store_inventory
58757,2022-10-21,S004,P0019,Clothing,West,95,58,55,50.27,10,Snowy,0,46.69,Autumn,0.0,demand_forecasting_dataset
58758,2022-10-21,S004,P0019,Groceries,West,175,119,69,40.14,15,Sunny,0,37.13,Summer,,retail_store_inventory
58759,2022-10-21,S004,P0020,Furniture,West,304,88,0,128.04,10,Snowy,0,144.0,Autumn,0.0,demand_forecasting_dataset
58760,2022-10-21,S004,P0020,Groceries,East,199,19,60,57.99,10,Cloudy,0,53.43,Winter,,retail_store_inventory
58761,2022-10-21,S005,P0001,Groceries,North,377,167,0,13.97,10,Rainy,0,13.06,Autumn,0.0,demand_forecasting_dataset
58762,2022-10-21,S005,P0001,Furniture,South,200,35,190,88.5,20,Rainy,0,89.78,Autumn,,retail_store_inventory
58763,2022-10-21,S005,P0002,Electronics,North,215,129,0,43.21,5,Rainy,0,40.84,Autumn,0.0,demand_forecasting_dataset
58764,2022-10-21,S005,P0002,Electronics,West,197,36,141,78.96,5,Snowy,1,78.26,Autumn,,retail_store_inventory
58765,2022-10-21,S005,P0003,Toys,North,114,83,67,27.18,5,Rainy,0,30.09,Autumn,0.0,demand_forecasting_dataset
58766,2022-10-21,S005,P0003,Groceries,West,252,157,174,22.41,10,Cloudy,0,18.9,Winter,,retail_store_inventory
58767,2022-10-21,S005,P0004,Groceries,North,121,121,111,8.82,0,Rainy,0,8.34,Autumn,0.0,demand_forecasting_dataset
58768,2022-10-21,S005,P0004,Toys,East,240,24,110,29.4,20,Sunny,0,26.15,Winter,,retail_store_inventory
58769,2022-10-21,S005,P0005,Groceries,North,172,83,0,15.26,15,Rainy,1,14.62,Autumn,0.0,demand_forecasting_dataset
58770,2022-10-21,S005,P0005,Clothing,West,332,281,130,66.44,0,Sunny,0,68.41,Summer,,retail_store_inventory
58771,2022-10-21,S005,P0006,Groceries,North,519,105,0,54.85,5,Rainy,0,65.19,Autumn,0.0,demand_forecasting_dataset
58772,2022-10-21,S005,P0006,Electronics,North,228,122,116,79.81,15,Rainy,0,83.65,Winter,,retail_store_inventory
58773,2022-10-21,S005,P0007,Groceries,North,485,20,0,64.57,0,Rainy,0,57.1,Autumn,0.0,demand_forecasting_dataset
58774,2022-10-21,S005,P0007,Toys,East,174,22,103,72.61,5,Sunny,0,70.19,Spring,,retail_store_inventory
58775,2022-10-21,S005,P0008,Groceries,North,138,50,0,57.08,0,Rainy,0,48.72,Autumn,0.0,demand_forecasting_dataset
58776,2022-10-21,S005,P0008,Furniture,East,397,184,121,59.34,5,Sunny,0,59.87,Summer,,retail_store_inventory
58777,2022-10-21,S005,P0009,Groceries,North,356,105,0,91.75,10,Rainy,0,91.41,Autumn,0.0,demand_forecasting_dataset
58778,2022-10-21,S005,P0009,Toys,North,393,347,98,43.04,20,Sunny,0,45.71,Winter,,retail_store_inventory
58779,2022-10-21,S005,P0010,Groceries,North,665,163,0,62.8,15,Rainy,1,60.45,Autumn,0.0,demand_forecasting_dataset
58780,2022-10-21,S005,P0010,Clothing,South,201,6,70,30.67,10,Sunny,0,32.5,Spring,,retail_store_inventory
58781,2022-10-21,S005,P0011,Electronics,North,345,113,540,64.56,25,Rainy,1,74.95,Autumn,0.0,demand_forecasting_dataset
58782,2022-10-21,S005,P0011,Toys,North,59,7,165,38.01,0,Snowy,1,37.65,Summer,,retail_store_inventory
58783,2022-10-21,S005,P0012,Furniture,North,206,48,0,116.93,5,Rainy,0,128.5,Autumn,0.0,demand_forecasting_dataset
58784,2022-10-21,S005,P0012,Furniture,East,323,90,40,60.43,15,Cloudy,0,65.23,Autumn,,retail_store_inventory
58785,2022-10-21,S005,P0013,Groceries,North,719,43,0,64.08,10,Rainy,1,60.02,Autumn,0.0,demand_forecasting_dataset
58786,2022-10-21,S005,P0013,Groceries,West,112,100,94,52.59,10,Snowy,0,54.16,Autumn,,retail_store_inventory
58787,2022-10-21,S005,P0014,Furniture,North,286,41,0,148.2,0,Rainy,0,156.59,Autumn,0.0,demand_forecasting_dataset
58788,2022-10-21,S005,P0014,Furniture,West,411,380,60,75.41,10,Sunny,1,72.64,Winter,,retail_store_inventory
58789,2022-10-21,S005,P0015,Groceries,North,362,127,0,57.92,0,Rainy,0,51.12,Autumn,0.0,demand_forecasting_dataset
58790,2022-10-21,S005,P0015,Furniture,South,458,144,20,96.81,15,Sunny,0,95.33,Autumn,,retail_store_inventory
58791,2022-10-21,S005,P0016,Toys,North,430,114,0,27.68,25,Rainy,1,31.8,Autumn,0.0,demand_forecasting_dataset
58792,2022-10-21,S005,P0016,Groceries,South,370,88,149,28.01,20,Snowy,0,27.54,Autumn,,retail_store_inventory
58793,2022-10-21,S005,P0017,Toys,North,94,94,134,33.35,25,Rainy,1,40.22,Autumn,0.0,demand_forecasting_dataset
58794,2022-10-21,S005,P0017,Groceries,South,70,61,197,64.49,0,Cloudy,0,60.85,Autumn,,retail_store_inventory
58795,2022-10-21,S005,P0018,Clothing,North,108,108,102,20.11,20,Rainy,1,17.46,Autumn,0.0,demand_forecasting_dataset
58796,2022-10-21,S005,P0018,Groceries,East,181,62,199,54.88,0,Rainy,0,55.63,Autumn,,retail_store_inventory
58797,2022-10-21,S005,P0019,Furniture,North,315,59,0,126.26,10,Rainy,0,136.21,Autumn,0.0,demand_forecasting_dataset
58798,2022-10-21,S005,P0019,Furniture,West,185,106,192,68.21,0,Snowy,0,70.08,Winter,,retail_store_inventory
58799,2022-10-21,S005,P0020,Toys,North,97,97,118,30.14,10,Rainy,0,28.69,Autumn,0.0,demand_forecasting_dataset
58800,2022-10-21,S005,P0020,Clothing,North,299,185,136,25.94,5,Cloudy,0,28.25,Summer,,retail_store_inventory
58801,2022-10-22,S001,P0001,Electronics,North,215,91,196,70.86,5,Cloudy,0,65.8,Autumn,0.0,demand_forecasting_dataset
58802,2022-10-22,S001,P0001,Groceries,North,211,39,188,53.26,15,Cloudy,0,53.92,Summer,,retail_store_inventory
58803,2022-10-22,S001,P0002,Clothing,North,133,107,127,72.08,0,Cloudy,0,80.78,Autumn,0.0,demand_forecasting_dataset
58804,2022-10-22,S001,P0002,Clothing,North,285,30,47,23.53,15,Rainy,0,27.78,Autumn,,retail_store_inventory
58805,2022-10-22,S001,P0003,Clothing,North,567,119,0,53.4,15,Cloudy,1,50.59,Autumn,0.0,demand_forecasting_dataset
58806,2022-10-22,S001,P0003,Electronics,East,452,11,67,15.3,5,Sunny,1,18.95,Autumn,,retail_store_inventory
58807,2022-10-22,S001,P0004,Electronics,North,172,61,156,107.88,0,Cloudy,0,127.02,Autumn,0.0,demand_forecasting_dataset
58808,2022-10-22,S001,P0004,Toys,North,321,2,175,52.09,20,Rainy,0,55.85,Summer,,retail_store_inventory
58809,2022-10-22,S001,P0005,Groceries,North,401,124,0,62.91,5,Cloudy,0,74.77,Autumn,0.0,demand_forecasting_dataset
58810,2022-10-22,S001,P0005,Furniture,South,123,28,137,24.3,20,Snowy,0,24.39,Spring,,retail_store_inventory
58811,2022-10-22,S001,P0006,Toys,North,96,86,0,34.81,25,Cloudy,1,32.75,Autumn,0.0,demand_forecasting_dataset
58812,2022-10-22,S001,P0006,Electronics,West,402,215,63,43.35,0,Cloudy,0,46.96,Autumn,,retail_store_inventory
58813,2022-10-22,S001,P0007,Groceries,North,478,107,0,23.23,10,Cloudy,0,21.75,Autumn,0.0,demand_forecasting_dataset
58814,2022-10-22,S001,P0007,Electronics,West,236,26,110,83.39,15,Rainy,1,80.77,Spring,,retail_store_inventory
58815,2022-10-22,S001,P0008,Electronics,North,94,94,98,45.88,10,Cloudy,1,44.3,Autumn,0.0,demand_forecasting_dataset
58816,2022-10-22,S001,P0008,Furniture,North,143,136,44,14.27,10,Cloudy,1,15.91,Autumn,,retail_store_inventory
58817,2022-10-22,S001,P0009,Clothing,North,163,49,0,78.08,0,Cloudy,0,93.09,Autumn,0.0,demand_forecasting_dataset
58818,2022-10-22,S001,P0009,Groceries,North,122,52,58,23.17,15,Snowy,0,26.36,Summer,,retail_store_inventory
58819,2022-10-22,S001,P0010,Furniture,North,320,124,0,135.23,10,Cloudy,0,163.42,Autumn,0.0,demand_forecasting_dataset
58820,2022-10-22,S001,P0010,Furniture,West,232,75,65,45.93,5,Cloudy,0,41.01,Summer,,retail_store_inventory
58821,2022-10-22,S001,P0011,Furniture,North,175,65,0,157.58,5,Cloudy,0,149.56,Autumn,0.0,demand_forecasting_dataset
58822,2022-10-22,S001,P0011,Electronics,North,295,242,188,43.21,0,Cloudy,0,43.66,Summer,,retail_store_inventory
58823,2022-10-22,S001,P0012,Groceries,North,195,133,264,82.69,15,Cloudy,1,90.47,Autumn,0.0,demand_forecasting_dataset
58824,2022-10-22,S001,P0012,Clothing,East,274,124,35,96.52,15,Snowy,0,92.62,Autumn,,retail_store_inventory
58825,2022-10-22,S001,P0013,Toys,North,122,122,152,37.75,5,Cloudy,0,33.95,Autumn,0.0,demand_forecasting_dataset
