date,sku,demand,revenue,units
2022-09-27,SKU-0002,140,7174.44,140
2022-09-27,SKU-0002,89,7786.52,89
2022-09-27,SKU-0003,74,6124.54,74
2022-09-27,SKU-0003,64,6072.7,64
2022-09-27,SKU-0004,10,272.9,10
2022-09-27,SKU-0004,102,4696.08,102
2022-09-27,SKU-0005,37,756.58,37
2022-09-27,SKU-0005,375,30027.38,375
2022-09-27,SKU-0006,77,2650.03,77
2022-09-27,SKU-0006,147,10879.03,147
2022-09-27,SKU-0007,102,1708.4,102
2022-09-27,SKU-0007,50,1267.2,50
2022-09-27,SKU-0008,88,11806.08,88
2022-09-27,SKU-0008,69,2608.17,69
2022-09-27,SKU-0009,128,7440.64,128
2022-09-27,SKU-0009,212,16027.2,212
2022-09-27,SKU-0010,182,8601.32,182
2022-09-27,SKU-0010,17,838.44,17
2022-09-27,SKU-0011,98,9885.46,98
2022-09-27,SKU-0011,166,8744.38,166
2022-09-27,SKU-0012,102,11069.86,102
2022-09-27,SKU-0012,136,8551.68,136
2022-09-27,SKU-0013,157,8346.12,157
2022-09-27,SKU-0013,70,834.4,70
2022-09-27,SKU-0014,0,0.0,0
2022-09-27,SKU-0014,117,8494.08,117
2022-09-27,SKU-0015,57,5277.06,57
2022-09-27,SKU-0015,96,4013.57,96
2022-09-27,SKU-0016,81,7919.69,81
2022-09-27,SKU-0016,311,20196.96,311
2022-09-27,SKU-0017,88,9044.64,88
2022-09-27,SKU-0017,124,6067.07,124
2022-09-27,SKU-0018,53,6745.39,53
2022-09-27,SKU-0018,81,3747.06,81
2022-09-27,SKU-0019,110,5162.14,110
2022-09-27,SKU-0019,51,1107.72,51
2022-09-27,SKU-0020,86,5964.92,86
2022-09-27,SKU-0020,185,11026.0,185
2022-09-27,SKU-0001,90,1149.3,90
2022-09-27,SKU-0001,253,16098.64,253
2022-09-27,SKU-0002,12,208.39,12
2022-09-27,SKU-0002,59,4662.45,59
2022-09-27,SKU-0003,140,17297.84,140
2022-09-27,SKU-0003,17,1052.79,17
2022-09-27,SKU-0004,58,2497.68,58
2022-09-27,SKU-0004,323,23517.63,323
2022-09-27,SKU-0005,30,1420.47,30
2022-09-27,SKU-0005,30,882.04,30
2022-09-27,SKU-0006,96,3783.36,96
2022-09-27,SKU-0006,64,4255.23,64
2022-09-27,SKU-0007,65,1654.9,65
2022-09-27,SKU-0007,110,3427.6,110
2022-09-27,SKU-0008,35,2986.55,35
2022-09-27,SKU-0008,78,5985.06,78
2022-09-27,SKU-0009,41,3595.86,41
2022-09-27,SKU-0009,281,8366.92,281
2022-09-27,SKU-0010,58,1236.1,58
2022-09-27,SKU-0010,74,2343.65,74
2022-09-27,SKU-0011,102,4050.68,102
2022-09-27,SKU-0011,10,452.25,10
2022-09-27,SKU-0012,85,8444.07,85
2022-09-27,SKU-0012,59,3859.78,59
2022-09-27,SKU-0013,98,1564.86,98
2022-09-27,SKU-0013,332,7544.7,332
2022-09-27,SKU-0014,49,5989.22,49
2022-09-27,SKU-0014,142,3157.94,142
2022-09-27,SKU-0015,75,7239.0,75
2022-09-27,SKU-0015,40,2085.22,40
2022-09-27,SKU-0016,58,6667.1,58
2022-09-27,SKU-0016,39,608.36,39
2022-09-27,SKU-0017,57,4333.31,57
2022-09-27,SKU-0017,35,1231.34,35
2022-09-27,SKU-0018,72,11585.59,72
2022-09-27,SKU-0018,53,3832.54,53
2022-09-27,SKU-0019,42,1367.1,42
2022-09-27,SKU-0019,52,3026.4,52
2022-09-27,SKU-0020,49,5110.72,49
2022-09-27,SKU-0020,186,11060.68,186
2022-09-27,SKU-0001,102,1280.1,102
2022-09-27,SKU-0001,429,16671.8,429
2022-09-27,SKU-0002,111,3702.29,111
2022-09-27,SKU-0002,38,2499.26,38
2022-09-27,SKU-0003,142,3083.1,142
2022-09-27,SKU-0003,59,4521.17,59
2022-09-27,SKU-0004,74,562.4,74
2022-09-27,SKU-0004,202,14464.82,202
2022-09-27,SKU-0005,78,672.75,78
2022-09-27,SKU-0005,347,25310.53,347
2022-09-27,SKU-0006,79,4792.93,79
2022-09-27,SKU-0006,217,6177.34,217
2022-09-27,SKU-0007,111,8652.17,111
2022-09-27,SKU-0007,128,1662.98,128
2022-09-27,SKU-0008,74,4066.86,74
2022-09-27,SKU-0008,172,13806.61,172
2022-09-27,SKU-0009,89,8611.64,89
2022-09-27,SKU-0009,290,7551.6,290
2022-09-27,SKU-0010,130,8586.5,130
2022-09-27,SKU-0010,304,2753.02,304
2022-09-27,SKU-0011,90,5627.34,90
2022-09-27,SKU-0011,105,7358.66,105
2022-09-27,SKU-0012,67,7649.46,67
2022-09-27,SKU-0012,33,1010.41,33
2022-09-27,SKU-0013,106,6352.37,106
2022-09-27,SKU-0013,7,212.47,7
2022-09-27,SKU-0014,91,12273.35,91
2022-09-27,SKU-0014,34,1635.45,34
2022-09-27,SKU-0015,46,1850.26,46
2022-09-27,SKU-0015,107,6942.27,107
2022-09-27,SKU-0016,116,3885.65,116
2022-09-27,SKU-0016,138,3427.92,138
2022-09-27,SKU-0017,113,4300.44,113
2022-09-27,SKU-0017,190,4292.48,190
2022-09-27,SKU-0018,47,868.89,47
2022-09-27,SKU-0018,97,8298.74,97
2022-09-27,SKU-0019,36,3373.34,36
2022-09-27,SKU-0019,182,2574.94,182
2022-09-27,SKU-0020,100,3191.0,100
2022-09-27,SKU-0020,361,14986.92,361
2022-09-28,SKU-0001,43,2750.71,43
2022-09-28,SKU-0001,36,1595.77,36
2022-09-28,SKU-0002,50,2240.55,50
2022-09-28,SKU-0002,260,13003.38,260
2022-09-28,SKU-0003,43,1936.72,43
2022-09-28,SKU-0003,26,2135.95,26
2022-09-28,SKU-0004,112,9321.98,112
2022-09-28,SKU-0004,341,20173.56,341
2022-09-28,SKU-0005,48,2505.26,48
2022-09-28,SKU-0005,67,3287.29,67
2022-09-28,SKU-0006,34,1531.7,34
2022-09-28,SKU-0006,120,7311.6,120
2022-09-28,SKU-0007,40,644.76,40
2022-09-28,SKU-0007,32,1312.06,32
2022-09-28,SKU-0008,92,4383.98,92
2022-09-28,SKU-0008,433,23603.7,433
2022-09-28,SKU-0009,47,3149.24,47
2022-09-28,SKU-0009,66,3191.53,66
2022-09-28,SKU-0010,108,14490.2,108
2022-09-28,SKU-0010,38,524.63,38
2022-09-28,SKU-0011,59,5697.98,59
2022-09-28,SKU-0011,326,17080.44,326
2022-09-28,SKU-0012,132,10039.79,132
2022-09-28,SKU-0012,156,1954.76,156
2022-09-28,SKU-0013,130,3701.75,130
2022-09-28,SKU-0013,6,559.44,6
2022-09-28,SKU-0014,134,9042.59,134
2022-09-28,SKU-0014,231,6370.63,231
2022-09-28,SKU-0015,98,1026.26,98
2022-09-28,SKU-0015,397,15074.69,397
2022-09-28,SKU-0016,176,5815.04,176
2022-09-28,SKU-0016,54,920.59,54
2022-09-28,SKU-0017,63,1355.6,63
2022-09-28,SKU-0017,22,1540.66,22
2022-09-28,SKU-0018,133,7673.97,133
2022-09-28,SKU-0018,162,3481.22,162
2022-09-28,SKU-0019,88,10085.68,88
2022-09-28,SKU-0019,208,16847.38,208
2022-09-28,SKU-0020,43,3404.57,43
2022-09-28,SKU-0020,168,9244.03,168
2022-09-28,SKU-0001,167,15971.88,167
2022-09-28,SKU-0001,117,1628.99,117
2022-09-28,SKU-0002,106,3682.44,106
2022-09-28,SKU-0002,68,2385.98,68
2022-09-28,SKU-0003,16,885.55,16
2022-09-28,SKU-0003,98,3167.07,98
2022-09-28,SKU-0004,99,2919.31,99
2022-09-28,SKU-0004,360,3430.26,360
2022-09-28,SKU-0005,96,8306.5,96
2022-09-28,SKU-0005,158,2583.62,158
2022-09-28,SKU-0006,57,3511.63,57
2022-09-28,SKU-0006,132,4649.04,132
2022-09-28,SKU-0007,40,820.8,40
2022-09-28,SKU-0007,96,6682.22,96
2022-09-28,SKU-0008,51,1206.4,51
2022-09-28,SKU-0008,65,2678.65,65
2022-09-28,SKU-0009,64,3471.07,64
2022-09-28,SKU-0009,60,606.0,60
2022-09-28,SKU-0010,94,7972.14,94
2022-09-28,SKU-0010,66,4859.18,66
2022-09-28,SKU-0011,88,4599.54,88
2022-09-28,SKU-0011,40,973.76,40
2022-09-28,SKU-0012,91,4882.7,91
2022-09-28,SKU-0012,39,402.79,39
2022-09-28,SKU-0013,128,3494.02,128
2022-09-28,SKU-0013,5,342.8,5
2022-09-28,SKU-0014,103,9473.53,103
2022-09-28,SKU-0014,31,1833.22,31
2022-09-28,SKU-0015,120,5873.28,120
2022-09-28,SKU-0015,21,1255.53,21
2022-09-28,SKU-0016,97,5968.56,97
2022-09-28,SKU-0016,167,13151.25,167
2022-09-28,SKU-0017,83,1594.35,83
2022-09-28,SKU-0017,298,9569.38,298
2022-09-28,SKU-0018,74,1102.23,74
2022-09-28,SKU-0018,326,18388.36,326
2022-09-28,SKU-0019,64,5389.92,64
2022-09-28,SKU-0019,48,2541.02,48
2022-09-28,SKU-0020,13,1096.05,13
2022-09-28,SKU-0020,60,3609.24,60
2022-09-28,SKU-0001,86,1548.22,86
2022-09-28,SKU-0001,113,9194.81,113
2022-09-28,SKU-0002,72,3893.04,72
2022-09-28,SKU-0002,204,7986.6,204
2022-09-28,SKU-0003,79,7489.99,79
2022-09-28,SKU-0003,127,7611.55,127
2022-09-28,SKU-0004,0,0.0,0
2022-09-28,SKU-0004,12,785.59,12
2022-09-28,SKU-0005,91,2028.12,91
2022-09-28,SKU-0005,235,22017.15,235
2022-09-28,SKU-0006,52,1522.87,52
2022-09-28,SKU-0006,167,12970.89,167
2022-09-28,SKU-0007,112,1822.63,112
2022-09-28,SKU-0007,141,12854.97,141
2022-09-28,SKU-0008,53,5502.75,53
2022-09-28,SKU-0008,347,20336.11,347
2022-09-28,SKU-0009,47,2532.55,47
2022-09-28,SKU-0009,116,6135.94,116
2022-09-28,SKU-0010,155,6551.15,155
2022-09-28,SKU-0010,65,4907.24,65
2022-09-28,SKU-0011,164,18591.78,164
2022-09-28,SKU-0011,31,2000.74,31
2022-09-28,SKU-0012,109,7208.72,109
2022-09-28,SKU-0012,80,5811.84,80
2022-09-28,SKU-0013,171,9731.61,171
2022-09-28,SKU-0013,150,10546.5,150
2022-09-28,SKU-0014,98,8987.58,98
2022-09-28,SKU-0014,458,26501.71,458
2022-09-28,SKU-0015,91,7441.84,91
2022-09-28,SKU-0015,62,1072.97,62
2022-09-28,SKU-0016,111,9311.4,111
2022-09-28,SKU-0016,410,21375.76,410
2022-09-28,SKU-0017,100,11144.7,100
2022-09-28,SKU-0017,390,21749.52,390
2022-09-28,SKU-0018,77,7350.11,77
2022-09-28,SKU-0018,32,509.18,32
2022-09-28,SKU-0019,66,2916.8,66
2022-09-28,SKU-0019,94,4820.37,94
2022-09-28,SKU-0020,121,6796.33,121
2022-09-28,SKU-0020,319,20541.05,319
2022-09-28,SKU-0001,75,785.25,75
2022-09-28,SKU-0001,295,23321.52,295
2022-09-28,SKU-0002,93,1681.3,93
2022-09-28,SKU-0002,247,10440.81,247
2022-09-28,SKU-0003,50,5680.52,50
2022-09-28,SKU-0003,96,4196.69,96
2022-09-28,SKU-0004,148,7236.02,148
2022-09-28,SKU-0004,12,648.32,12
2022-09-28,SKU-0005,75,4668.3,75
2022-09-28,SKU-0005,366,10356.52,366
2022-09-28,SKU-0006,93,3376.83,93
2022-09-28,SKU-0006,329,25267.2,329
2022-09-28,SKU-0007,142,4214.28,142
2022-09-28,SKU-0007,142,5482.34,142
2022-09-28,SKU-0008,57,4693.95,57
2022-09-28,SKU-0008,301,16476.74,301
2022-09-28,SKU-0009,36,3091.68,36
2022-09-28,SKU-0009,214,17687.1,214
2022-09-28,SKU-0010,100,2282.85,100
2022-09-28,SKU-0010,17,1008.75,17
2022-09-28,SKU-0011,86,2892.18,86
2022-09-28,SKU-0011,173,2278.06,173
2022-09-28,SKU-0012,71,5593.24,71
2022-09-28,SKU-0012,70,4330.48,70
2022-09-28,SKU-0013,105,1621.2,105
2022-09-28,SKU-0013,428,22037.72,428
2022-09-28,SKU-0014,90,13674.42,90
2022-09-28,SKU-0014,7,465.77,7
2022-09-28,SKU-0015,45,3359.48,45
2022-09-28,SKU-0015,305,7072.34,305
2022-09-28,SKU-0016,78,6244.37,78
2022-09-28,SKU-0016,31,1921.19,31
2022-09-28,SKU-0017,86,6938.14,86
2022-09-28,SKU-0017,84,3032.32,84
2022-09-28,SKU-0018,103,11075.33,103
2022-09-28,SKU-0018,139,5923.76,139
2022-09-28,SKU-0019,89,5016.66,89
2022-09-28,SKU-0019,12,1111.08,12
2022-09-28,SKU-0020,41,3801.79,41
2022-09-28,SKU-0020,20,398.8,20
2022-09-28,SKU-0001,84,945.63,84
2022-09-28,SKU-0001,199,15841.99,199
2022-09-28,SKU-0002,60,2254.92,60
2022-09-28,SKU-0002,70,5168.38,70
2022-09-28,SKU-0003,23,440.91,23
2022-09-28,SKU-0003,11,680.24,11
2022-09-28,SKU-0004,168,1110.98,168
2022-09-28,SKU-0004,115,9443.63,115
2022-09-28,SKU-0005,49,715.01,49
2022-09-28,SKU-0005,319,20932.78,319
2022-09-28,SKU-0006,111,7049.61,111
2022-09-28,SKU-0006,292,8333.1,292
2022-09-28,SKU-0007,72,4823.06,72
2022-09-28,SKU-0007,6,262.75,6
2022-09-28,SKU-0008,103,6596.07,103
2022-09-28,SKU-0008,139,6717.87,139
2022-09-28,SKU-0009,95,7543.67,95
2022-09-28,SKU-0009,74,2257.3,74
2022-09-28,SKU-0010,101,5173.12,101
2022-09-28,SKU-0010,98,2733.07,98
2022-09-28,SKU-0011,71,3672.69,71
2022-09-28,SKU-0011,1,79.78,1
2022-09-28,SKU-0012,118,12472.3,118
2022-09-28,SKU-0012,239,17989.17,239
2022-09-28,SKU-0013,171,10038.38,171
2022-09-28,SKU-0013,270,6297.08,270
2022-09-28,SKU-0014,72,8964.86,72
2022-09-28,SKU-0014,254,13565.63,254
2022-09-28,SKU-0015,72,2399.04,72
2022-09-28,SKU-0015,30,2397.06,30
2022-09-28,SKU-0016,84,2226.97,84
2022-09-28,SKU-0016,322,10885.05,322
2022-09-28,SKU-0017,62,1958.42,62
2022-09-28,SKU-0017,93,5010.84,93
2022-09-28,SKU-0018,68,781.32,68
2022-09-28,SKU-0018,75,1540.42,75
2022-09-28,SKU-0019,70,8253.0,70
2022-09-28,SKU-0019,159,3422.95,159
2022-09-28,SKU-0020,68,1538.64,68
2022-09-28,SKU-0020,267,12222.19,267
2022-09-29,SKU-0001,64,4891.52,64
2022-09-29,SKU-0001,108,6294.24,108
2022-09-29,SKU-0002,72,3662.5,72
2022-09-29,SKU-0002,284,12151.22,284
2022-09-29,SKU-0003,83,4215.32,83
2022-09-29,SKU-0003,262,13856.39,262
2022-09-29,SKU-0004,14,927.74,14
2022-09-29,SKU-0004,8,368.6,8
2022-09-29,SKU-0005,97,6444.68,97
2022-09-29,SKU-0005,39,1695.1,39
2022-09-29,SKU-0006,93,3759.29,93
2022-09-29,SKU-0006,17,1177.95,17
2022-09-29,SKU-0007,84,1602.72,84
2022-09-29,SKU-0007,114,3084.16,114
2022-09-29,SKU-0008,43,1436.16,43
2022-09-29,SKU-0008,155,6857.59,155
2022-09-29,SKU-0009,79,5969.56,79
2022-09-29,SKU-0009,1,16.77,1
2022-09-29,SKU-0010,55,6439.29,55
2022-09-29,SKU-0010,305,5892.6,305
2022-09-29,SKU-0011,61,8635.13,61
2022-09-29,SKU-0011,114,1690.85,114
2022-09-29,SKU-0012,81,6411.15,81
2022-09-29,SKU-0012,85,2499.85,85
2022-09-29,SKU-0013,71,2130.0,71
2022-09-29,SKU-0013,449,6321.47,449
2022-09-29,SKU-0014,70,4546.71,70
2022-09-29,SKU-0014,12,235.07,12
2022-09-29,SKU-0015,53,757.77,53
2022-09-29,SKU-0015,47,1125.39,47
2022-09-29,SKU-0016,93,3833.46,93
2022-09-29,SKU-0016,456,19817.99,456
2022-09-29,SKU-0017,115,3277.5,115
2022-09-29,SKU-0017,105,9036.3,105
2022-09-29,SKU-0018,110,5946.93,110
2022-09-29,SKU-0018,21,1400.68,21
2022-09-29,SKU-0019,38,3855.12,38
2022-09-29,SKU-0019,360,18652.68,360
2022-09-29,SKU-0020,85,9525.27,85
2022-09-29,SKU-0020,37,3434.86,37
2022-09-29,SKU-0001,168,15924.38,168
2022-09-29,SKU-0001,115,4461.08,115
2022-09-29,SKU-0002,49,1143.51,49
2022-09-29,SKU-0002,192,17581.54,192
2022-09-29,SKU-0003,71,5677.27,71
2022-09-29,SKU-0003,257,3100.7,257
2022-09-29,SKU-0004,122,5303.58,122
2022-09-29,SKU-0004,97,4690.92,97
2022-09-29,SKU-0005,67,5633.66,67
2022-09-29,SKU-0005,80,5021.12,80
2022-09-29,SKU-0006,97,6317.61,97
2022-09-29,SKU-0006,22,1711.29,22
2022-09-29,SKU-0007,89,2734.97,89
2022-09-29,SKU-0007,134,4581.59,134
2022-09-29,SKU-0008,96,2490.91,96
2022-09-29,SKU-0008,48,2916.86,48
2022-09-29,SKU-0009,95,5566.05,95
2022-09-29,SKU-0009,140,7091.56,140
2022-09-29,SKU-0010,143,15135.05,143
2022-09-29,SKU-0010,285,12979.76,285
2022-09-29,SKU-0011,107,9781.19,107
2022-09-29,SKU-0011,4,258.44,4
2022-09-29,SKU-0012,129,8411.83,129
2022-09-29,SKU-0012,107,1799.74,107
2022-09-29,SKU-0013,0,0.0,0
2022-09-29,SKU-0013,98,2160.7,98
2022-09-29,SKU-0014,83,10589.14,83
2022-09-29,SKU-0014,122,10400.5,122
2022-09-29,SKU-0015,56,3905.44,56
2022-09-29,SKU-0015,74,2624.71,74
2022-09-29,SKU-0016,105,10291.05,105
2022-09-29,SKU-0016,110,7716.28,110
2022-09-29,SKU-0017,79,1485.28,79
2022-09-29,SKU-0017,223,4710.43,223
2022-09-29,SKU-0018,80,2228.8,80
2022-09-29,SKU-0018,41,2893.6,41
2022-09-29,SKU-0019,140,10638.18,140
2022-09-29,SKU-0019,128,1996.42,128
2022-09-29,SKU-0020,70,9363.2,70
2022-09-29,SKU-0020,332,25714.06,332
2022-09-29,SKU-0001,42,606.9,42
2022-09-29,SKU-0001,26,2162.63,26
2022-09-29,SKU-0002,153,9597.46,153
2022-09-29,SKU-0002,189,12263.83,189
2022-09-29,SKU-0003,61,4919.38,61
2022-09-29,SKU-0003,38,2073.28,38
2022-09-29,SKU-0004,141,3493.42,141
2022-09-29,SKU-0004,33,1204.1,33
2022-09-29,SKU-0005,133,3008.06,133
2022-09-29,SKU-0005,1,17.25,1
2022-09-29,SKU-0006,86,3052.66,86
2022-09-29,SKU-0006,4,46.89,4
2022-09-29,SKU-0007,73,961.19,73
2022-09-29,SKU-0007,82,3711.65,82
2022-09-29,SKU-0008,70,8450.4,70
2022-09-29,SKU-0008,165,7095.0,165
2022-09-29,SKU-0009,92,4610.3,92
2022-09-29,SKU-0009,28,1924.72,28
2022-09-29,SKU-0010,110,5215.1,110
2022-09-29,SKU-0010,424,16747.79,424
2022-09-29,SKU-0011,106,12397.23,106
2022-09-29,SKU-0011,161,6945.46,161
2022-09-29,SKU-0012,96,9534.05,96
2022-09-29,SKU-0012,290,19949.68,290
2022-09-29,SKU-0013,61,3868.16,61
2022-09-29,SKU-0013,40,822.24,40
2022-09-29,SKU-0014,154,18131.96,154
2022-09-29,SKU-0014,296,17163.26,296
2022-09-29,SKU-0015,46,3349.67,46
2022-09-29,SKU-0015,81,2242.89,81
2022-09-29,SKU-0016,102,8108.69,102
2022-09-29,SKU-0016,45,596.79,45
2022-09-29,SKU-0017,39,4596.15,39
2022-09-29,SKU-0017,342,23811.41,342
2022-09-29,SKU-0018,54,6091.04,54
2022-09-29,SKU-0018,246,6486.53,246
2022-09-29,SKU-0019,73,3175.28,73
2022-09-29,SKU-0019,179,9588.67,179
2022-09-29,SKU-0020,74,4203.79,74
2022-09-29,SKU-0020,20,1463.52,20
2022-09-29,SKU-0001,153,1897.2,153
2022-09-29,SKU-0001,10,647.7,10
2022-09-29,SKU-0002,165,3656.98,165
2022-09-29,SKU-0002,97,5612.86,97
2022-09-29,SKU-0003,70,10568.84,70
2022-09-29,SKU-0003,7,574.75,7
2022-09-29,SKU-0004,140,8097.6,140
2022-09-29,SKU-0004,59,4744.48,59
2022-09-29,SKU-0005,117,9453.6,117
2022-09-29,SKU-0005,50,1887.85,50
2022-09-29,SKU-0006,120,3945.24,120
2022-09-29,SKU-0006,81,814.5,81
2022-09-29,SKU-0007,139,4789.94,139
2022-09-29,SKU-0007,211,15146.42,211
2022-09-29,SKU-0008,64,5902.46,64
2022-09-29,SKU-0008,211,6055.7,211
2022-09-29,SKU-0009,75,8012.25,75
2022-09-29,SKU-0009,387,15449.04,387
2022-09-29,SKU-0010,115,2687.55,115
2022-09-29,SKU-0010,358,28058.25,358
2022-09-29,SKU-0011,13,488.12,13
2022-09-29,SKU-0011,114,1747.39,114
2022-09-29,SKU-0012,66,7662.6,66
2022-09-29,SKU-0012,64,3494.4,64
2022-09-29,SKU-0013,139,2866.04,139
2022-09-29,SKU-0013,338,26597.22,338
2022-09-29,SKU-0014,33,6390.45,33
2022-09-29,SKU-0014,31,2084.44,31
2022-09-29,SKU-0015,70,7049.0,70
2022-09-29,SKU-0015,76,4172.4,76
2022-09-29,SKU-0016,70,7909.51,70
2022-09-29,SKU-0016,85,3381.64,85
2022-09-29,SKU-0017,112,9079.06,112
2022-09-29,SKU-0017,41,2347.95,41
2022-09-29,SKU-0018,68,9181.22,68
2022-09-29,SKU-0018,205,12705.9,205
2022-09-29,SKU-0019,104,5326.78,104
2022-09-29,SKU-0019,304,9420.05,304
2022-09-29,SKU-0020,84,11865.84,84
2022-09-29,SKU-0020,143,13290.42,143
2022-09-29,SKU-0001,67,687.42,67
2022-09-29,SKU-0001,130,3782.48,130
2022-09-29,SKU-0002,70,2541.63,70
2022-09-29,SKU-0002,158,14945.46,158
2022-09-29,SKU-0003,43,1109.08,43
2022-09-29,SKU-0003,97,5416.58,97
2022-09-29,SKU-0004,127,1092.2,127
2022-09-29,SKU-0004,261,19734.34,261
2022-09-29,SKU-0005,111,1609.17,111
2022-09-29,SKU-0005,201,15858.1,201
2022-09-29,SKU-0006,64,3749.76,64
2022-09-29,SKU-0006,17,1416.47,17
2022-09-29,SKU-0007,45,2829.2,45
2022-09-29,SKU-0007,43,1058.49,43
2022-09-29,SKU-0008,127,8805.04,127
2022-09-29,SKU-0008,118,3027.05,118
2022-09-29,SKU-0009,141,12473.0,141
2022-09-29,SKU-0009,95,6480.9,95
2022-09-29,SKU-0010,134,6971.89,134
2022-09-29,SKU-0010,49,3319.02,49
2022-09-29,SKU-0011,138,10139.69,138
2022-09-29,SKU-0011,53,722.92,53
2022-09-29,SKU-0012,0,0.0,0
2022-09-29,SKU-0012,155,14493.82,155
2022-09-29,SKU-0013,76,5803.36,76
2022-09-29,SKU-0013,166,11423.12,166
2022-09-29,SKU-0014,46,6987.86,46
2022-09-29,SKU-0014,167,7212.9,167
2022-09-29,SKU-0015,80,3481.92,80
2022-09-29,SKU-0015,212,7858.52,212
2022-09-29,SKU-0016,93,3160.14,93
2022-09-29,SKU-0016,23,1999.0,23
2022-09-29,SKU-0017,89,3398.91,89
2022-09-29,SKU-0017,404,8686.4,404
2022-09-29,SKU-0018,73,1454.27,73
2022-09-29,SKU-0018,148,7222.62,148
2022-09-29,SKU-0019,55,6031.08,55
2022-09-29,SKU-0019,359,2972.52,359
2022-09-29,SKU-0020,107,3572.73,107
2022-09-29,SKU-0020,159,4777.95,159
2022-09-30,SKU-0001,60,3871.44,60
2022-09-30,SKU-0001,59,3549.2,59
2022-09-30,SKU-0002,47,2615.55,47
2022-09-30,SKU-0002,92,4529.34,92
2022-09-30,SKU-0003,93,5292.16,93
2022-09-30,SKU-0003,273,24433.36,273
2022-09-30,SKU-0004,67,5698.35,67
2022-09-30,SKU-0004,26,428.22,26
2022-09-30,SKU-0005,94,5588.3,94
2022-09-30,SKU-0005,97,4042.62,97
2022-09-30,SKU-0006,36,1170.67,36
2022-09-30,SKU-0006,105,4815.93,105
2022-09-30,SKU-0007,124,3441.0,124
2022-09-30,SKU-0007,16,757.28,16
2022-09-30,SKU-0008,68,2386.8,68
2022-09-30,SKU-0008,80,2929.44,80
2022-09-30,SKU-0009,72,5770.22,72
2022-09-30,SKU-0009,33,2762.08,33
2022-09-30,SKU-0010,13,1301.56,13
2022-09-30,SKU-0010,41,1639.47,41
2022-09-30,SKU-0011,27,3808.35,27
2022-09-30,SKU-0011,309,16713.81,309
2022-09-30,SKU-0012,142,11988.56,142
2022-09-30,SKU-0012,213,20399.01,213
2022-09-30,SKU-0013,100,4032.0,100
2022-09-30,SKU-0013,101,4042.02,101
2022-09-30,SKU-0014,89,7069.27,89
2022-09-30,SKU-0014,141,4394.69,141
2022-09-30,SKU-0015,26,325.78,26
2022-09-30,SKU-0015,14,963.19,14
2022-09-30,SKU-0016,28,1058.68,28
2022-09-30,SKU-0016,50,2658.5,50
2022-09-30,SKU-0017,34,546.52,34
2022-09-30,SKU-0017,71,1281.98,71
2022-09-30,SKU-0018,141,10046.25,141
2022-09-30,SKU-0018,40,3297.66,40
2022-09-30,SKU-0019,80,7138.8,80
2022-09-30,SKU-0019,433,28104.3,433
2022-09-30,SKU-0020,63,6899.51,63
2022-09-30,SKU-0020,53,704.53,53
2022-09-30,SKU-0001,61,4651.25,61
2022-09-30,SKU-0001,385,25365.15,385
2022-09-30,SKU-0002,126,4267.3,126
2022-09-30,SKU-0002,66,4590.43,66
2022-09-30,SKU-0003,49,3540.74,49
2022-09-30,SKU-0003,38,3110.81,38
2022-09-30,SKU-0004,94,4368.18,94
2022-09-30,SKU-0004,52,3536.68,52
2022-09-30,SKU-0005,47,3801.83,47
2022-09-30,SKU-0005,25,1985.5,25
2022-09-30,SKU-0006,53,3043.66,53
2022-09-30,SKU-0006,6,76.84,6
2022-09-30,SKU-0007,72,1843.56,72
2022-09-30,SKU-0007,142,9971.03,142
2022-09-30,SKU-0008,147,3774.74,147
2022-09-30,SKU-0008,137,5398.62,137
2022-09-30,SKU-0009,58,3337.96,58
2022-09-30,SKU-0009,199,15067.88,199
2022-09-30,SKU-0010,88,7040.09,88
2022-09-30,SKU-0010,86,1400.94,86
2022-09-30,SKU-0011,119,10575.83,119
2022-09-30,SKU-0011,22,1199.68,22
2022-09-30,SKU-0012,69,4511.22,69
2022-09-30,SKU-0012,409,21331.8,409
2022-09-30,SKU-0013,254,6444.23,254
2022-09-30,SKU-0013,263,13644.44,263
2022-09-30,SKU-0014,120,16015.2,120
2022-09-30,SKU-0014,206,4974.9,206
2022-09-30,SKU-0015,87,5209.43,87
2022-09-30,SKU-0015,174,2530.66,174
2022-09-30,SKU-0016,44,3041.79,44
2022-09-30,SKU-0016,16,1273.5,16
2022-09-30,SKU-0017,53,911.84,53
2022-09-30,SKU-0017,63,3732.75,63
2022-09-30,SKU-0018,51,1041.93,51
2022-09-30,SKU-0018,206,16816.5,206
2022-09-30,SKU-0019,82,7192.22,82
2022-09-30,SKU-0019,134,1937.44,134
2022-09-30,SKU-0020,13,1198.94,13
2022-09-30,SKU-0020,54,4719.06,54
2022-09-30,SKU-0001,85,1296.84,85
2022-09-30,SKU-0001,59,1497.18,59
2022-09-30,SKU-0002,140,7333.2,140
2022-09-30,SKU-0002,50,2025.88,50
2022-09-30,SKU-0003,60,4181.76,60
2022-09-30,SKU-0003,50,2206.8,50
2022-09-30,SKU-0004,65,1557.4,65
2022-09-30,SKU-0004,184,16456.96,184
2022-09-30,SKU-0005,73,1692.83,73
2022-09-30,SKU-0005,199,16434.22,199
2022-09-30,SKU-0006,156,6292.73,156
2022-09-30,SKU-0006,16,498.82,16
